gene_bs_eye_fold_shape;"eye_fold_shape_neg";118;"eye_fold_shape_neg";
gene_bs_eye_size;"eye_size_neg";14;"eye_size_neg";
gene_bs_eye_upper_lid_size;"eye_upper_lid_size_neg";231;"eye_upper_lid_size_neg";
gene_bs_forehead_brow_curve;"forehead_brow_curve_neg";150;"forehead_brow_curve_neg";
gene_bs_forehead_brow_forward;"forehead_brow_forward_pos";65;"forehead_brow_forward_pos";
gene_bs_forehead_brow_inner_height;"forehead_brow_inner_height_neg";125;"forehead_brow_inner_height_neg";
gene_bs_forehead_brow_outer_height;"forehead_brow_outer_height_pos";29;"forehead_brow_outer_height_pos";
gene_bs_forehead_brow_width;"forehead_brow_width_pos";6;"forehead_brow_width_pos";
gene_bs_jaw_def;"jaw_def_neg";165;"jaw_def_neg";
gene_bs_mouth_lower_lip_def;"mouth_lower_lip_def_pos";49;"mouth_lower_lip_def_pos";
gene_bs_mouth_lower_lip_full;"mouth_lower_lip_full_pos";70;"mouth_lower_lip_full_pos";
gene_bs_mouth_lower_lip_pad;"mouth_lower_lip_pad_neg";6;"mouth_lower_lip_pad_neg";
gene_bs_mouth_lower_lip_width;"mouth_lower_lip_width_neg";34;"mouth_lower_lip_width_neg";
gene_bs_mouth_philtrum_def;"mouth_philtrum_def_pos";23;"mouth_philtrum_def_pos";
gene_bs_mouth_philtrum_shape;"mouth_philtrum_shape_neg";34;"mouth_philtrum_shape_neg";
gene_bs_mouth_philtrum_width;"mouth_philtrum_width_neg";116;"mouth_philtrum_width_neg";
gene_bs_mouth_upper_lip_def;"mouth_upper_lip_def_pos";103;"mouth_upper_lip_def_pos";
gene_bs_mouth_upper_lip_full;"mouth_upper_lip_full_pos";38;"mouth_upper_lip_full_pos";
gene_bs_mouth_upper_lip_profile;"mouth_upper_lip_profile_pos";92;"mouth_upper_lip_profile_pos";
gene_bs_mouth_upper_lip_width;"mouth_upper_lip_width_neg";4;"mouth_upper_lip_width_neg";
gene_bs_nose_forward;"nose_forward_neg";44;"nose_forward_neg";
gene_bs_nose_height;"nose_height_pos";17;"nose_height_pos";
gene_bs_nose_length;"nose_length_neg";123;"nose_length_neg";
gene_bs_nose_nostril_height;"nose_nostril_height_neg";30;"nose_nostril_height_neg";
gene_bs_nose_nostril_width;"nose_nostril_width_neg";133;"nose_nostril_width_pos";
gene_bs_nose_profile;"nose_profile_pos";33;"nose_profile_pos";
gene_bs_nose_ridge_angle;"nose_ridge_angle_pos";20;"nose_ridge_angle_pos";
gene_bs_nose_ridge_width;"nose_ridge_width_neg";5;"nose_ridge_width_neg";
gene_bs_nose_size;"nose_size_neg";5;"nose_size_neg";
gene_bs_nose_tip_angle;"nose_tip_angle_pos";2;"nose_tip_angle_neg";
gene_bs_nose_tip_forward;"nose_tip_forward_neg";83;"nose_tip_forward_neg";
gene_bs_nose_tip_width;"nose_tip_width_neg";22;"nose_tip_width_neg";
face_detail_cheek_def;"cheek_def_02";6;"cheek_def_02";
face_detail_cheek_fat;"cheek_fat_03_pos";103;"cheek_fat_03_pos";
face_detail_chin_cleft;"chin_cleft";5;"chin_cleft";
face_detail_chin_def;"chin_def";29;"chin_def";
face_detail_eye_lower_lid_def;"eye_lower_lid_def";95;"eye_lower_lid_def";
face_detail_eye_socket;"eye_socket_01";146;"eye_socket_01";
face_detail_nasolabial;"nasolabial_01";96;"nasolabial_01";
face_detail_nose_ridge_def;"nose_ridge_def_neg";254;"nose_ridge_def_neg";
face_detail_nose_tip_def;"nose_tip_def";22;"nose_tip_def";
face_detail_temple_def;"temple_def";45;"temple_def";
expression_brow_wrinkles;"brow_wrinkles_03";41;"brow_wrinkles_03";
expression_eye_wrinkles;"eye_wrinkles_02";198;"eye_wrinkles_02";
expression_forehead_wrinkles;"forehead_wrinkles_01";250;"forehead_wrinkles_01";
expression_other;"cheek_wrinkles_left_01";127;"cheek_wrinkles_left_01";
complexion;"complexion_1";199;"complexion_1";
gene_height;"normal_height";114;"normal_height";
gene_bs_body_type;"body_fat_head_fat_medium";123;"body_fat_head_fat_medium";
gene_bs_body_shape;"body_shape_average";0;"body_shape_average";
gene_bs_bust;"bust_shape_4_full";128;"bust_shape_4_full";
gene_age;"old_2";78;"old_2";
gene_eyebrows_shape;"far_spacing_high_thickness";232;"far_spacing_high_thickness";
gene_eyebrows_fullness;"layer_2_avg_thickness";214;"layer_2_avg_thickness";
gene_body_hair;"body_hair_sparse_low_stubble";35;"body_hair_sparse_low_stubble";
hairstyles;"western_hairstyles";219;"steppe_hairstyles";
beards;"no_beard";246;"steppe_beards";
eye_accessory;"normal_eyes";147;"normal_eyes";
teeth_accessory;"normal_teeth";0;"normal_teeth";
eyelashes_accessory;"asian_eyelashes";136;"asian_eyelashes";
