gene_bs_mouth_lower_lip_def;"mouth_lower_lip_def_pos";36;"mouth_lower_lip_def_pos";
gene_bs_mouth_lower_lip_full;"mouth_lower_lip_full_pos";6;"mouth_lower_lip_full_pos";
gene_bs_mouth_lower_lip_pad;"mouth_lower_lip_pad_pos";0;"mouth_lower_lip_pad_pos";
gene_bs_mouth_lower_lip_width;"mouth_lower_lip_width_pos";40;"mouth_lower_lip_width_pos";
gene_bs_mouth_philtrum_def;"mouth_philtrum_def_pos";144;"mouth_philtrum_def_pos";
gene_bs_mouth_philtrum_shape;"mouth_philtrum_shape_neg";31;"mouth_philtrum_shape_neg";
gene_bs_mouth_philtrum_width;"mouth_philtrum_width_neg";7;"mouth_philtrum_width_neg";
gene_bs_mouth_upper_lip_def;"mouth_upper_lip_def_pos";8;"mouth_upper_lip_def_pos";
gene_bs_mouth_upper_lip_full;"mouth_upper_lip_full_pos";28;"mouth_upper_lip_full_pos";
gene_bs_mouth_upper_lip_profile;"mouth_upper_lip_profile_pos";61;"mouth_upper_lip_profile_pos";
gene_bs_mouth_upper_lip_width;"mouth_upper_lip_width_pos";50;"mouth_upper_lip_width_pos";
gene_bs_nose_forward;"nose_forward_neg";14;"nose_forward_neg";
gene_bs_nose_height;"nose_height_neg";24;"nose_height_neg";
gene_bs_nose_length;"nose_length_neg";12;"nose_length_neg";
gene_bs_nose_nostril_height;"nose_nostril_height_neg";35;"nose_nostril_height_neg";
gene_bs_nose_nostril_width;"nose_nostril_width_neg";82;"nose_nostril_width_pos";
gene_bs_nose_profile;"nose_profile_pos";96;"nose_profile_pos";
gene_bs_nose_ridge_angle;"nose_ridge_angle_pos";16;"nose_ridge_angle_pos";
gene_bs_nose_ridge_width;"nose_ridge_width_pos";64;"nose_ridge_width_pos";
gene_bs_nose_size;"nose_size_pos";33;"nose_size_pos";
gene_bs_nose_tip_angle;"nose_tip_angle_neg";31;"nose_tip_angle_neg";
gene_bs_nose_tip_forward;"nose_tip_forward_neg";84;"nose_tip_forward_neg";
gene_bs_nose_tip_width;"nose_tip_width_neg";42;"nose_tip_width_neg";
face_detail_cheek_def;"cheek_def_02";84;"cheek_def_02";
face_detail_cheek_fat;"cheek_fat_03_pos";93;"cheek_fat_03_pos";
face_detail_chin_cleft;"chin_cleft";7;"chin_cleft";
face_detail_chin_def;"chin_def";21;"chin_def";
face_detail_eye_lower_lid_def;"eye_lower_lid_def";66;"eye_lower_lid_def";
face_detail_eye_socket;"eye_socket_03";18;"eye_socket_03";
face_detail_nasolabial;"nasolabial_03";63;"nasolabial_03";
face_detail_nose_ridge_def;"nose_ridge_def_neg";52;"nose_ridge_def_neg";
face_detail_nose_tip_def;"nose_tip_def";16;"nose_tip_def";
face_detail_temple_def;"temple_def";35;"temple_def";
expression_brow_wrinkles;"brow_wrinkles_02";41;"brow_wrinkles_02";
expression_eye_wrinkles;"eye_wrinkles_01";79;"eye_wrinkles_01";
expression_forehead_wrinkles;"forehead_wrinkles_02";251;"forehead_wrinkles_02";
expression_other;"cheek_wrinkles_left_01";127;"cheek_wrinkles_left_01";
complexion;"complexion_1";201;"complexion_1";
gene_height;"normal_height";96;"normal_height";
gene_bs_body_type;"body_average";146;"body_fat_head_fat_low";
gene_bs_body_shape;"body_shape_triangle_half";0;"body_shape_triangle_half";
gene_bs_bust;"bust_shape_1_full";118;"bust_shape_1_full";
gene_age;"old_3";207;"old_3";
gene_eyebrows_shape;"avg_spacing_low_thickness";165;"avg_spacing_low_thickness";
gene_eyebrows_fullness;"layer_2_low_thickness";195;"layer_2_low_thickness";
gene_body_hair;"body_hair_dense";255;"body_hair_sparse_low_stubble";
hairstyles;"western_hairstyles";44;"steppe_hairstyles";
beards;"no_beard";190;"steppe_beards";
eye_accessory;"normal_eyes";20;"normal_eyes";
teeth_accessory;"normal_teeth";0;"normal_teeth";
eyelashes_accessory;"asian_eyelashes";135;"asian_eyelashes";
